,lambda_u,lambda_i,lambda_p,lambda_t,n_factors,MAE
493,0.01,0.1,100.0,10.0,8,0.704602328621
494,0.01,0.1,100.0,100.0,8,0.704037744824
495,0.01,1.0,1.0,1.0,8,0.70150079734
496,0.01,1.0,1.0,10.0,8,0.700230525976
497,0.01,1.0,1.0,100.0,8,0.698664401929
498,0.01,1.0,10.0,1.0,8,0.71094464753
499,0.01,1.0,10.0,10.0,8,0.691200113971
500,0.01,1.0,10.0,100.0,8,0.691916963347
501,0.01,1.0,100.0,1.0,8,0.692207239829
502,0.01,1.0,100.0,10.0,8,0.693062684486
503,0.01,1.0,100.0,100.0,8,0.693297462774
504,0.1,0.001,1.0,1.0,8,0.694533101276
505,0.1,0.001,1.0,10.0,8,0.724899731315
506,0.1,0.001,1.0,100.0,8,0.69542744324
507,0.1,0.001,10.0,1.0,8,0.725236540932
508,0.1,0.001,10.0,10.0,8,0.70155957089
509,0.1,0.001,10.0,100.0,8,0.701260851212
510,0.1,0.001,100.0,1.0,8,0.702659373582
511,0.1,0.001,100.0,10.0,8,0.702308880845
512,0.1,0.001,100.0,100.0,8,0.703840181242
513,0.1,0.01,1.0,1.0,8,0.703110912793
514,0.1,0.01,1.0,10.0,8,0.7034759947
515,0.1,0.01,1.0,100.0,8,0.703672682342
516,0.1,0.01,10.0,1.0,8,0.723381749623
517,0.1,0.01,10.0,10.0,8,0.703905542257
518,0.1,0.01,10.0,100.0,8,0.704031124889
519,0.1,0.01,100.0,1.0,8,0.705116021575
520,0.1,0.01,100.0,10.0,8,0.705134816574
521,0.1,0.01,100.0,100.0,8,0.705318146001
522,0.1,0.1,1.0,1.0,8,0.704640666994
523,0.1,0.1,1.0,10.0,8,0.704620819231
524,0.1,0.1,1.0,100.0,8,0.704599380809
525,0.1,0.1,10.0,1.0,8,0.724293333868
526,0.1,0.1,10.0,10.0,8,0.702302998305
527,0.1,0.1,10.0,100.0,8,0.702579454266
528,0.1,0.1,100.0,1.0,8,0.703379741909
529,0.1,0.1,100.0,10.0,8,0.703139122867
530,0.1,0.1,100.0,100.0,8,0.70313418638
531,0.1,1.0,1.0,1.0,8,0.701153484385
532,0.1,1.0,1.0,10.0,8,0.699142099462
533,0.1,1.0,1.0,100.0,8,0.698338688059
534,0.1,1.0,10.0,1.0,8,0.715338989142
535,0.1,1.0,10.0,10.0,8,0.691043534041
536,0.1,1.0,10.0,100.0,8,0.691752001934
537,0.1,1.0,100.0,1.0,8,0.692644935714
538,0.1,1.0,100.0,10.0,8,0.692556210919
539,0.1,1.0,100.0,100.0,8,0.693134004644
540,1.0,0.001,1.0,1.0,8,0.694129377815
541,1.0,0.001,1.0,10.0,8,0.694620150145
542,1.0,0.001,1.0,100.0,8,0.695371648134
543,1.0,0.001,10.0,1.0,8,0.723270617456
544,1.0,0.001,10.0,10.0,8,0.700556732937
545,1.0,0.001,10.0,100.0,8,0.701323355946
546,1.0,0.001,100.0,1.0,8,0.701757716735
547,1.0,0.001,100.0,10.0,8,0.701624768109
548,1.0,0.001,100.0,100.0,8,0.702712268451
549,1.0,0.01,1.0,1.0,8,0.703148385058
550,1.0,0.01,1.0,10.0,8,0.702856707946
551,1.0,0.01,1.0,100.0,8,0.703024517909
552,1.0,0.01,10.0,1.0,8,0.727545968557
553,1.0,0.01,10.0,10.0,8,0.703943450717
554,1.0,0.01,10.0,100.0,8,0.703945940313
555,1.0,0.01,100.0,1.0,8,0.705327121686
556,1.0,0.01,100.0,10.0,8,0.705617009017
557,1.0,0.01,100.0,100.0,8,0.705849763145
558,1.0,0.1,1.0,1.0,8,0.705299041513
559,1.0,0.1,1.0,10.0,8,0.705126965012
560,1.0,0.1,1.0,100.0,8,0.705093542162
561,1.0,0.1,10.0,1.0,8,0.724432114608
562,1.0,0.1,10.0,10.0,8,0.702595910632
563,1.0,0.1,10.0,100.0,8,0.702885883703
564,1.0,0.1,100.0,1.0,8,0.703126754477
565,1.0,0.1,100.0,10.0,8,0.702669432297
566,1.0,0.1,100.0,100.0,8,0.703119046688
567,1.0,1.0,1.0,1.0,8,0.701462861577
568,1.0,1.0,1.0,10.0,8,0.700189622589
569,1.0,1.0,1.0,100.0,8,0.699444457841
570,1.0,1.0,10.0,1.0,8,0.712966579811
571,1.0,1.0,10.0,10.0,8,0.691852770561
572,1.0,1.0,10.0,100.0,8,0.692097141605
573,1.0,1.0,100.0,1.0,8,0.692602996794
574,1.0,1.0,100.0,10.0,8,0.693545737513
575,1.0,1.0,100.0,100.0,8,0.693666844554
576,0.001,0.001,1.0,1.0,16,0.814422884779
577,0.001,0.001,1.0,10.0,16,0.746862565471
578,0.001,0.001,1.0,100.0,16,0.695913771763
579,0.001,0.001,10.0,1.0,16,0.741901451434
580,0.001,0.001,10.0,10.0,16,0.699094812843
581,0.001,0.001,10.0,100.0,16,0.701033705203
582,0.001,0.001,100.0,1.0,16,0.701779801699
583,0.001,0.001,100.0,10.0,16,0.702803072965
584,0.001,0.001,100.0,100.0,16,0.703312035995
585,0.001,0.01,1.0,1.0,16,0.703384822599
586,0.001,0.01,1.0,10.0,16,0.702384973818
587,0.001,0.01,1.0,100.0,16,0.702152450114
588,0.001,0.01,10.0,1.0,16,0.73358843649
589,0.001,0.01,10.0,10.0,16,0.701902702877
590,0.001,0.01,10.0,100.0,16,0.704820860998
591,0.001,0.01,100.0,1.0,16,0.704747298323
592,0.001,0.01,100.0,10.0,16,0.704979651912
593,0.001,0.01,100.0,100.0,16,0.705677282933
594,0.001,0.1,1.0,1.0,16,0.70481531711
595,0.001,0.1,1.0,10.0,16,0.705388430007
596,0.001,0.1,1.0,100.0,16,0.705489097667
597,0.001,0.1,10.0,1.0,16,0.731730933825
598,0.001,0.1,10.0,10.0,16,0.700713881278
599,0.001,0.1,10.0,100.0,16,0.702647734114
600,0.001,0.1,100.0,1.0,16,0.702454028459
601,0.001,0.1,100.0,10.0,16,0.70289483795
602,0.001,0.1,100.0,100.0,16,0.703363517429
603,0.001,1.0,1.0,1.0,16,0.701325364527
604,0.001,1.0,1.0,10.0,16,0.699307638464
605,0.001,1.0,1.0,100.0,16,0.698802173642
606,0.001,1.0,10.0,1.0,16,0.721333925943
607,0.001,1.0,10.0,10.0,16,0.688822356404
608,0.001,1.0,10.0,100.0,16,0.691971315142
609,0.001,1.0,100.0,1.0,16,0.692968150485
610,0.001,1.0,100.0,10.0,16,0.692772440563
611,0.001,1.0,100.0,100.0,16,0.692730703639
612,0.01,0.001,1.0,1.0,16,0.693385474297
613,0.01,0.001,1.0,10.0,16,0.735133903604
614,0.01,0.001,1.0,100.0,16,0.695792439947
615,0.01,0.001,10.0,1.0,16,0.739161691397
616,0.01,0.001,10.0,10.0,16,0.701423990896
617,0.01,0.001,10.0,100.0,16,0.703897791725
618,0.01,0.001,100.0,1.0,16,0.703572692804
619,0.01,0.001,100.0,10.0,16,0.703349065454
620,0.01,0.001,100.0,100.0,16,0.704512145788
621,0.01,0.01,1.0,1.0,16,0.704014953389
622,0.01,0.01,1.0,10.0,16,0.704841745382
623,0.01,0.01,1.0,100.0,16,0.704073928019
624,0.01,0.01,10.0,1.0,16,0.733851076543
625,0.01,0.01,10.0,10.0,16,0.703537562719
626,0.01,0.01,10.0,100.0,16,0.704353912325
627,0.01,0.01,100.0,1.0,16,0.705016598841
628,0.01,0.01,100.0,10.0,16,0.70587037253
629,0.01,0.01,100.0,100.0,16,0.705277303469
630,0.01,0.1,1.0,1.0,16,0.705801451631
631,0.01,0.1,1.0,10.0,16,0.705189923761
632,0.01,0.1,1.0,100.0,16,0.705153247183
633,0.01,0.1,10.0,1.0,16,0.733000083517
634,0.01,0.1,10.0,10.0,16,0.701022648108
635,0.01,0.1,10.0,100.0,16,0.70257067772
636,0.01,0.1,100.0,1.0,16,0.703471486529
637,0.01,0.1,100.0,10.0,16,0.702830374042
638,0.01,0.1,100.0,100.0,16,0.70326951477
639,0.01,1.0,1.0,1.0,16,0.701749200327
640,0.01,1.0,1.0,10.0,16,0.700161520377
641,0.01,1.0,1.0,100.0,16,0.699300649093
642,0.01,1.0,10.0,1.0,16,0.722311306038
643,0.01,1.0,10.0,10.0,16,0.689806048496
644,0.01,1.0,10.0,100.0,16,0.691878758333
645,0.01,1.0,100.0,1.0,16,0.691253725229
646,0.01,1.0,100.0,10.0,16,0.692527265725
647,0.01,1.0,100.0,100.0,16,0.693465187966
648,0.1,0.001,1.0,1.0,16,0.694012979202
649,0.1,0.001,1.0,10.0,16,0.736366485179
650,0.1,0.001,1.0,100.0,16,0.695506395573
651,0.1,0.001,10.0,1.0,16,0.73929286247
652,0.1,0.001,10.0,10.0,16,0.701316540994
653,0.1,0.001,10.0,100.0,16,0.701776309464
654,0.1,0.001,100.0,1.0,16,0.703655876126
655,0.1,0.001,100.0,10.0,16,0.703210192597
656,0.1,0.001,100.0,100.0,16,0.70369083686
657,0.1,0.01,1.0,1.0,16,0.703576583894
658,0.1,0.01,1.0,10.0,16,0.703911645845
659,0.1,0.01,1.0,100.0,16,0.703242184355
660,0.1,0.01,10.0,1.0,16,0.734715668329
661,0.1,0.01,10.0,10.0,16,0.702782631816
662,0.1,0.01,10.0,100.0,16,0.704987835253
663,0.1,0.01,100.0,1.0,16,0.704767648702
664,0.1,0.01,100.0,10.0,16,0.705245956367
665,0.1,0.01,100.0,100.0,16,0.705456754461
666,0.1,0.1,1.0,1.0,16,0.705214448448
667,0.1,0.1,1.0,10.0,16,0.70532210744
668,0.1,0.1,1.0,100.0,16,0.704403733001
669,0.1,0.1,10.0,1.0,16,0.732956682
670,0.1,0.1,10.0,10.0,16,0.701301639035
671,0.1,0.1,10.0,100.0,16,0.702275317649
672,0.1,0.1,100.0,1.0,16,0.703153464414
673,0.1,0.1,100.0,10.0,16,0.702358805364
674,0.1,0.1,100.0,100.0,16,0.703427428083
675,0.1,1.0,1.0,1.0,16,0.701590878925
676,0.1,1.0,1.0,10.0,16,0.699894818309
677,0.1,1.0,1.0,100.0,16,0.699471102849
678,0.1,1.0,10.0,1.0,16,0.72333900921
679,0.1,1.0,10.0,10.0,16,0.68990043748
680,0.1,1.0,10.0,100.0,16,0.691322134023
681,0.1,1.0,100.0,1.0,16,0.69187021027
682,0.1,1.0,100.0,10.0,16,0.692392997313
683,0.1,1.0,100.0,100.0,16,0.693385077612
684,1.0,0.001,1.0,1.0,16,0.694461729595
685,1.0,0.001,1.0,10.0,16,0.73644741048
686,1.0,0.001,1.0,100.0,16,0.69498284104
687,1.0,0.001,10.0,1.0,16,0.739029072808
688,1.0,0.001,10.0,10.0,16,0.701563308792
689,1.0,0.001,10.0,100.0,16,0.702579171515
690,1.0,0.001,100.0,1.0,16,0.70364370466
691,1.0,0.001,100.0,10.0,16,0.702816181052
692,1.0,0.001,100.0,100.0,16,0.70359471536
693,1.0,0.01,1.0,1.0,16,0.704330997021
694,1.0,0.01,1.0,10.0,16,0.703530194401
695,1.0,0.01,1.0,100.0,16,0.704035027995
696,1.0,0.01,10.0,1.0,16,0.734637025571
697,1.0,0.01,10.0,10.0,16,0.703814091437
698,1.0,0.01,10.0,100.0,16,0.704972985504
699,1.0,0.01,100.0,1.0,16,0.705895694493
700,1.0,0.01,100.0,10.0,16,0.705570071623
701,1.0,0.01,100.0,100.0,16,0.705831780368
702,1.0,0.1,1.0,1.0,16,0.705139362184
703,1.0,0.1,1.0,10.0,16,0.705614591778
704,1.0,0.1,1.0,100.0,16,0.704570160764
705,1.0,0.1,10.0,1.0,16,0.732816343393
706,1.0,0.1,10.0,10.0,16,0.701443533469
707,1.0,0.1,10.0,100.0,16,0.703020232428
708,1.0,0.1,100.0,1.0,16,0.702781078834
709,1.0,0.1,100.0,10.0,16,0.703377696474
710,1.0,0.1,100.0,100.0,16,0.703590715896
711,1.0,1.0,1.0,1.0,16,0.701220034298
712,1.0,1.0,1.0,10.0,16,0.699661552347
713,1.0,1.0,1.0,100.0,16,0.698743473131
714,1.0,1.0,10.0,1.0,16,0.722354200641
715,1.0,1.0,10.0,10.0,16,0.689580645451
716,1.0,1.0,10.0,100.0,16,0.691788896502
717,1.0,1.0,100.0,1.0,16,0.691064554109
718,1.0,1.0,100.0,10.0,16,0.692754151139
719,1.0,1.0,100.0,100.0,16,0.693707754405
720,0.001,0.001,1.0,1.0,32,0.815463819746
721,0.001,0.001,1.0,10.0,32,0.74507620354
722,0.001,0.001,1.0,100.0,32,0.69629533897
723,0.001,0.001,10.0,1.0,32,0.740880123979
724,0.001,0.001,10.0,10.0,32,0.697343745438
725,0.001,0.001,10.0,100.0,32,0.702033727373
726,0.001,0.001,100.0,1.0,32,0.702028557051
727,0.001,0.001,100.0,10.0,32,0.701746088057
728,0.001,0.001,100.0,100.0,32,0.702120391446
729,0.001,0.01,1.0,1.0,32,0.702709492544
730,0.001,0.01,1.0,10.0,32,0.702606233012
731,0.001,0.01,1.0,100.0,32,0.703625417221
732,0.001,0.01,10.0,1.0,32,0.727662457443
733,0.001,0.01,10.0,10.0,32,0.69964845616
734,0.001,0.01,10.0,100.0,32,0.703954228887
735,0.001,0.01,100.0,1.0,32,0.704681911576
736,0.001,0.01,100.0,10.0,32,0.704649329553
737,0.001,0.01,100.0,100.0,32,0.705681620224
738,0.001,0.1,1.0,1.0,32,0.704740831756
739,0.001,0.1,1.0,10.0,32,0.70454122466
740,0.001,0.1,1.0,100.0,32,0.704833372956
741,0.001,0.1,10.0,1.0,32,0.726820217319
742,0.001,0.1,10.0,10.0,32,0.698830620336
743,0.001,0.1,10.0,100.0,32,0.702319738516
744,0.001,0.1,100.0,1.0,32,0.703721670938
745,0.001,0.1,100.0,10.0,32,0.703262779364
746,0.001,0.1,100.0,100.0,32,0.702926530561
747,0.001,1.0,1.0,1.0,32,0.70081784898
748,0.001,1.0,1.0,10.0,32,0.699613997996
749,0.001,1.0,1.0,100.0,32,0.698809392792
750,0.001,1.0,10.0,1.0,32,0.716343548101
751,0.001,1.0,10.0,10.0,32,0.687432337819
752,0.001,1.0,10.0,100.0,32,0.69183289603
753,0.001,1.0,100.0,1.0,32,0.6928283495
754,0.001,1.0,100.0,10.0,32,0.692593133162
755,0.001,1.0,100.0,100.0,32,0.692583985917
756,0.01,0.001,1.0,1.0,32,0.693670159695
757,0.01,0.001,1.0,10.0,32,0.729500975223
758,0.01,0.001,1.0,100.0,32,0.694060924449
759,0.01,0.001,10.0,1.0,32,0.737601160728
760,0.01,0.001,10.0,10.0,32,0.698612015188
761,0.01,0.001,10.0,100.0,32,0.701926051908
762,0.01,0.001,100.0,1.0,32,0.702915871161
763,0.01,0.001,100.0,10.0,32,0.703714859853
764,0.01,0.001,100.0,100.0,32,0.703617156968
765,0.01,0.01,1.0,1.0,32,0.703554566994
766,0.01,0.01,1.0,10.0,32,0.703868348099
767,0.01,0.01,1.0,100.0,32,0.704598850975
768,0.01,0.01,10.0,1.0,32,0.728187971301
769,0.01,0.01,10.0,10.0,32,0.700968828712
770,0.01,0.01,10.0,100.0,32,0.705179924988
771,0.01,0.01,100.0,1.0,32,0.706413701309
772,0.01,0.01,100.0,10.0,32,0.705627917279
773,0.01,0.01,100.0,100.0,32,0.705859148569
774,0.01,0.1,1.0,1.0,32,0.705458883273
775,0.01,0.1,1.0,10.0,32,0.704893126408
776,0.01,0.1,1.0,100.0,32,0.705218487623
777,0.01,0.1,10.0,1.0,32,0.72700867422
778,0.01,0.1,10.0,10.0,32,0.699496819943
779,0.01,0.1,10.0,100.0,32,0.702371490914
780,0.01,0.1,100.0,1.0,32,0.70344509958
781,0.01,0.1,100.0,10.0,32,0.703974296452
782,0.01,0.1,100.0,100.0,32,0.704045839148
783,0.01,1.0,1.0,1.0,32,0.701162298004
784,0.01,1.0,1.0,10.0,32,0.700008917381
785,0.01,1.0,1.0,100.0,32,0.698135427379
786,0.01,1.0,10.0,1.0,32,0.716566238953
787,0.01,1.0,10.0,10.0,32,0.68732678015
788,0.01,1.0,10.0,100.0,32,0.692763316734
789,0.01,1.0,100.0,1.0,32,0.692466323852
790,0.01,1.0,100.0,10.0,32,0.69306066615
791,0.01,1.0,100.0,100.0,32,0.693438447613
792,0.1,0.001,1.0,1.0,32,0.69361913366
793,0.1,0.001,1.0,10.0,32,0.72984625084
794,0.1,0.001,1.0,100.0,32,0.694736340711
795,0.1,0.001,10.0,1.0,32,0.737129825398
796,0.1,0.001,10.0,10.0,32,0.698917849521
797,0.1,0.001,10.0,100.0,32,0.702495465488
798,0.1,0.001,100.0,1.0,32,0.703371500292
799,0.1,0.001,100.0,10.0,32,0.704322703422
800,0.1,0.001,100.0,100.0,32,0.70393678877
801,0.1,0.01,1.0,1.0,32,0.704585766732
802,0.1,0.01,1.0,10.0,32,0.704055291852
803,0.1,0.01,1.0,100.0,32,0.704266237179
804,0.1,0.01,10.0,1.0,32,0.728134772712
805,0.1,0.01,10.0,10.0,32,0.700699181793
806,0.1,0.01,10.0,100.0,32,0.705077000951
807,0.1,0.01,100.0,1.0,32,0.705589207408
808,0.1,0.01,100.0,10.0,32,0.705802188628
809,0.1,0.01,100.0,100.0,32,0.705762728422
810,0.1,0.1,1.0,1.0,32,0.706030116169
811,0.1,0.1,1.0,10.0,32,0.705546660642
812,0.1,0.1,1.0,100.0,32,0.704616653626
813,0.1,0.1,10.0,1.0,32,0.727037084393
814,0.1,0.1,10.0,10.0,32,0.699349678895
815,0.1,0.1,10.0,100.0,32,0.70229778762
816,0.1,0.1,100.0,1.0,32,0.702672814411
817,0.1,0.1,100.0,10.0,32,0.702392365249
818,0.1,0.1,100.0,100.0,32,0.703574179913
819,0.1,1.0,1.0,1.0,32,0.701747067468
820,0.1,1.0,1.0,10.0,32,0.700340245438
821,0.1,1.0,1.0,100.0,32,0.699251860316
822,0.1,1.0,10.0,1.0,32,0.716306367089
823,0.1,1.0,10.0,10.0,32,0.687082998654
824,0.1,1.0,10.0,100.0,32,0.692251761119
825,0.1,1.0,100.0,1.0,32,0.691883777916
826,0.1,1.0,100.0,10.0,32,0.692774845621
827,0.1,1.0,100.0,100.0,32,0.692721512532
828,1.0,0.001,1.0,1.0,32,0.693520989525
829,1.0,0.001,1.0,10.0,32,0.729067922872
830,1.0,0.001,1.0,100.0,32,0.694957057074
831,1.0,0.001,10.0,1.0,32,0.736226489893
832,1.0,0.001,10.0,10.0,32,0.698952157647
833,1.0,0.001,10.0,100.0,32,0.703628955451
834,1.0,0.001,100.0,1.0,32,0.704436984067
835,1.0,0.001,100.0,10.0,32,0.70350440511
836,1.0,0.001,100.0,100.0,32,0.70453648742
837,1.0,0.01,1.0,1.0,32,0.704205011141
838,1.0,0.01,1.0,10.0,32,0.704407986708
839,1.0,0.01,1.0,100.0,32,0.704498696136
840,1.0,0.01,10.0,1.0,32,0.728263030171
841,1.0,0.01,10.0,10.0,32,0.701165779664
842,1.0,0.01,10.0,100.0,32,0.704060439357
843,1.0,0.01,100.0,1.0,32,0.704498664064
844,1.0,0.01,100.0,10.0,32,0.705873564444
845,1.0,0.01,100.0,100.0,32,0.705659560881
846,1.0,0.1,1.0,1.0,32,0.705610405827
847,1.0,0.1,1.0,10.0,32,0.705467205947
848,1.0,0.1,1.0,100.0,32,0.705210812527
849,1.0,0.1,10.0,1.0,32,0.7271445004
850,1.0,0.1,10.0,10.0,32,0.698950109761
851,1.0,0.1,10.0,100.0,32,0.702910559834
852,1.0,0.1,100.0,1.0,32,0.703229687923
853,1.0,0.1,100.0,10.0,32,0.703627666685
854,1.0,0.1,100.0,100.0,32,0.703740494601
855,1.0,1.0,1.0,1.0,32,0.701377855472
856,1.0,1.0,1.0,10.0,32,0.700263573549
857,1.0,1.0,1.0,100.0,32,0.699877459031
858,1.0,1.0,10.0,1.0,32,0.716399478735
859,1.0,1.0,10.0,10.0,32,0.687410758136
860,1.0,1.0,10.0,100.0,32,0.691442051755
861,1.0,1.0,100.0,1.0,32,0.692053305861
862,1.0,1.0,100.0,10.0,32,0.692098084878
863,1.0,1.0,100.0,100.0,32,0.692707541989
864,0.001,0.001,1.0,1.0,64,0.767068940752
865,0.001,0.001,1.0,10.0,64,0.719711702592
866,0.001,0.001,1.0,100.0,64,0.693880582052
867,0.001,0.001,10.0,1.0,64,0.7162946721
868,0.001,0.001,10.0,10.0,64,0.694820546066
869,0.001,0.001,10.0,100.0,64,0.700680558885
870,0.001,0.001,100.0,1.0,64,0.70143512102
871,0.001,0.001,100.0,10.0,64,0.701404862846
872,0.001,0.001,100.0,100.0,64,0.702360127658
873,0.001,0.01,1.0,1.0,64,0.702421353116
874,0.001,0.01,1.0,10.0,64,0.702343457615
875,0.001,0.01,1.0,100.0,64,0.702964976343
876,0.001,0.01,10.0,1.0,64,0.725836103964
877,0.001,0.01,10.0,10.0,64,0.6995285592
878,0.001,0.01,10.0,100.0,64,0.704803549268
879,0.001,0.01,100.0,1.0,64,0.704214396825
880,0.001,0.01,100.0,10.0,64,0.704767041346
881,0.001,0.01,100.0,100.0,64,0.705311214699
882,0.001,0.1,1.0,1.0,64,0.705054694929
883,0.001,0.1,1.0,10.0,64,0.704547532615
884,0.001,0.1,1.0,100.0,64,0.704299005162
885,0.001,0.1,10.0,1.0,64,0.726049596638
886,0.001,0.1,10.0,10.0,64,0.698328093467
887,0.001,0.1,10.0,100.0,64,0.702305748722
888,0.001,0.1,100.0,1.0,64,0.703247065024
889,0.001,0.1,100.0,10.0,64,0.703750908288
890,0.001,0.1,100.0,100.0,64,0.703671846369
891,0.001,1.0,1.0,1.0,64,0.701717838127
892,0.001,1.0,1.0,10.0,64,0.699378034931
893,0.001,1.0,1.0,100.0,64,0.698600681457
894,0.001,1.0,10.0,1.0,64,0.716031502999
895,0.001,1.0,10.0,10.0,64,0.687805161529
896,0.001,1.0,10.0,100.0,64,0.691755036045
897,0.001,1.0,100.0,1.0,64,0.692730844018
898,0.001,1.0,100.0,10.0,64,0.692582491076
899,0.001,1.0,100.0,100.0,64,0.692968557393
900,0.01,0.001,1.0,1.0,64,0.694041111703
901,0.01,0.001,1.0,10.0,64,0.729729367283
902,0.01,0.001,1.0,100.0,64,0.694914028882
903,0.01,0.001,10.0,1.0,64,0.737268263383
904,0.01,0.001,10.0,10.0,64,0.699039175806
905,0.01,0.001,10.0,100.0,64,0.703643837872
906,0.01,0.001,100.0,1.0,64,0.703025946103
907,0.01,0.001,100.0,10.0,64,0.704066388123
908,0.01,0.001,100.0,100.0,64,0.70352648702
909,0.01,0.01,1.0,1.0,64,0.703989478683
910,0.01,0.01,1.0,10.0,64,0.703672656432
911,0.01,0.01,1.0,100.0,64,0.703659411023
912,0.01,0.01,10.0,1.0,64,0.727779588992
913,0.01,0.01,10.0,10.0,64,0.700575365995
914,0.01,0.01,10.0,100.0,64,0.704763983416
915,0.01,0.01,100.0,1.0,64,0.70527095101
916,0.01,0.01,100.0,10.0,64,0.705854455524
917,0.01,0.01,100.0,100.0,64,0.705685630151
918,0.01,0.1,1.0,1.0,64,0.706275848185
919,0.01,0.1,1.0,10.0,64,0.704797176706
920,0.01,0.1,1.0,100.0,64,0.705457287354
921,0.01,0.1,10.0,1.0,64,0.726641776852
922,0.01,0.1,10.0,10.0,64,0.699167439687
923,0.01,0.1,10.0,100.0,64,0.702118515935
924,0.01,0.1,100.0,1.0,64,0.703117045327
925,0.01,0.1,100.0,10.0,64,0.703561535596
926,0.01,0.1,100.0,100.0,64,0.703945770162
927,0.01,1.0,1.0,1.0,64,0.70183505063
928,0.01,1.0,1.0,10.0,64,0.700223921947
929,0.01,1.0,1.0,100.0,64,0.698571064883
930,0.01,1.0,10.0,1.0,64,0.716454187514
931,0.01,1.0,10.0,10.0,64,0.687279258392
932,0.01,1.0,10.0,100.0,64,0.69162781346
933,0.01,1.0,100.0,1.0,64,0.691865616812
934,0.01,1.0,100.0,10.0,64,0.692054412875
935,0.01,1.0,100.0,100.0,64,0.693437983348
936,0.1,0.001,1.0,1.0,64,0.69384208224
937,0.1,0.001,1.0,10.0,64,0.73086776517
938,0.1,0.001,1.0,100.0,64,0.694569452184
939,0.1,0.001,10.0,1.0,64,0.738673207593
940,0.1,0.001,10.0,10.0,64,0.698589021555
941,0.1,0.001,10.0,100.0,64,0.702856710878
942,0.1,0.001,100.0,1.0,64,0.70327596203
943,0.1,0.001,100.0,10.0,64,0.70360626735
944,0.1,0.001,100.0,100.0,64,0.703373699233
945,0.1,0.01,1.0,1.0,64,0.704099133176
946,0.1,0.01,1.0,10.0,64,0.704241066889
947,0.1,0.01,1.0,100.0,64,0.704262079619
948,0.1,0.01,10.0,1.0,64,0.728169309546
949,0.1,0.01,10.0,10.0,64,0.701052185233
950,0.1,0.01,10.0,100.0,64,0.705332279841
951,0.1,0.01,100.0,1.0,64,0.705581326475
952,0.1,0.01,100.0,10.0,64,0.705004742855
953,0.1,0.01,100.0,100.0,64,0.705393422573
954,0.1,0.1,1.0,1.0,64,0.704854762358
955,0.1,0.1,1.0,10.0,64,0.705926928204
956,0.1,0.1,1.0,100.0,64,0.705096013191
957,0.1,0.1,10.0,1.0,64,0.726926194319
958,0.1,0.1,10.0,10.0,64,0.698831151033
959,0.1,0.1,10.0,100.0,64,0.702652507916
960,0.1,0.1,100.0,1.0,64,0.702966448488
961,0.1,0.1,100.0,10.0,64,0.703562494289
962,0.1,0.1,100.0,100.0,64,0.703681711781
963,0.1,1.0,1.0,1.0,64,0.701375318897
964,0.1,1.0,1.0,10.0,64,0.699966526548
965,0.1,1.0,1.0,100.0,64,0.699131438278
966,0.1,1.0,10.0,1.0,64,0.716345687056
967,0.1,1.0,10.0,10.0,64,0.687087527452
968,0.1,1.0,10.0,100.0,64,0.691541144022
969,0.1,1.0,100.0,1.0,64,0.692360093595
970,0.1,1.0,100.0,10.0,64,0.693119426493
971,0.1,1.0,100.0,100.0,64,0.693808058892
972,1.0,0.001,1.0,1.0,64,0.693778542477
973,1.0,0.001,1.0,10.0,64,0.729005563091
974,1.0,0.001,1.0,100.0,64,0.694355843135
975,1.0,0.001,10.0,1.0,64,0.735443783667
976,1.0,0.001,10.0,10.0,64,0.698804212396
977,1.0,0.001,10.0,100.0,64,0.702743513592
