,lambda_u,lambda_i,lambda_p,lambda_t,n_factors,MAE
978,1.0,0.001,100.0,1.0,64,0.703376518901
979,1.0,0.001,100.0,10.0,64,0.703461470554
980,1.0,0.001,100.0,100.0,64,0.703807775863
981,1.0,0.01,1.0,1.0,64,0.704315552181
982,1.0,0.01,1.0,10.0,64,0.704298357102
983,1.0,0.01,1.0,100.0,64,0.704009814209
984,1.0,0.01,10.0,1.0,64,0.727848709388
985,1.0,0.01,10.0,10.0,64,0.700494776094
986,1.0,0.01,10.0,100.0,64,0.704425513958
987,1.0,0.01,100.0,1.0,64,0.705636795024
988,1.0,0.01,100.0,10.0,64,0.704662831149
989,1.0,0.01,100.0,100.0,64,0.705596372706
990,1.0,0.1,1.0,1.0,64,0.704977232841
991,1.0,0.1,1.0,10.0,64,0.704926330285
992,1.0,0.1,1.0,100.0,64,0.704773751106
993,1.0,0.1,10.0,1.0,64,0.726510171272
994,1.0,0.1,10.0,10.0,64,0.699324761993
995,1.0,0.1,10.0,100.0,64,0.702770518898
996,1.0,0.1,100.0,1.0,64,0.703017292267
997,1.0,0.1,100.0,10.0,64,0.702858858998
998,1.0,0.1,100.0,100.0,64,0.704670393615
999,1.0,1.0,1.0,1.0,64,0.701983476119
1000,1.0,1.0,1.0,10.0,64,0.699829763417
1001,1.0,1.0,1.0,100.0,64,0.69900774528
1002,1.0,1.0,10.0,1.0,64,0.71582418063
1003,1.0,1.0,10.0,10.0,64,0.687308679826
1004,1.0,1.0,10.0,100.0,64,0.692074272392
1005,1.0,1.0,100.0,1.0,64,0.692806081057
1006,1.0,1.0,100.0,10.0,64,0.693229123691
1007,1.0,1.0,100.0,100.0,64,0.692438921251
1008,0.001,0.001,1.0,1.0,128,0.734727108336
1009,0.001,0.001,1.0,10.0,128,0.705338384539
1010,0.001,0.001,1.0,100.0,128,0.693694855794
1011,0.001,0.001,10.0,1.0,128,0.70312527423
1012,0.001,0.001,10.0,10.0,128,0.692922557419
1013,0.001,0.001,10.0,100.0,128,0.700486567649
1014,0.001,0.001,100.0,1.0,128,0.701151453695
1015,0.001,0.001,100.0,10.0,128,0.701063600092
1016,0.001,0.001,100.0,100.0,128,0.702060866657
1017,0.001,0.01,1.0,1.0,128,0.701780025185
1018,0.001,0.01,1.0,10.0,128,0.702339906799
1019,0.001,0.01,1.0,100.0,128,0.702043832144
1020,0.001,0.01,10.0,1.0,128,0.725294651178
1021,0.001,0.01,10.0,10.0,128,0.69919439948
1022,0.001,0.01,10.0,100.0,128,0.704941680683
1023,0.001,0.01,100.0,1.0,128,0.704660946421
1024,0.001,0.01,100.0,10.0,128,0.704533017707
1025,0.001,0.01,100.0,100.0,128,0.705372168672
1026,0.001,0.1,1.0,1.0,128,0.70510916498
1027,0.001,0.1,1.0,10.0,128,0.704816666538
1028,0.001,0.1,1.0,100.0,128,0.703795513047
1029,0.001,0.1,10.0,1.0,128,0.726116894191
1030,0.001,0.1,10.0,10.0,128,0.698779882451
1031,0.001,0.1,10.0,100.0,128,0.702177317923
1032,0.001,0.1,100.0,1.0,128,0.703692812738
1033,0.001,0.1,100.0,10.0,128,0.70357435567
1034,0.001,0.1,100.0,100.0,128,0.703290506653
1035,0.001,1.0,1.0,1.0,128,0.701270662375
1036,0.001,1.0,1.0,10.0,128,0.699554311636
1037,0.001,1.0,1.0,100.0,128,0.698760160084
1038,0.001,1.0,10.0,1.0,128,0.716540696305
1039,0.001,1.0,10.0,10.0,128,0.68731035852
1040,0.001,1.0,10.0,100.0,128,0.692146039151
1041,0.001,1.0,100.0,1.0,128,0.691990495817
1042,0.001,1.0,100.0,10.0,128,0.69251820431
1043,0.001,1.0,100.0,100.0,128,0.693108310854
1044,0.01,0.001,1.0,1.0,128,0.693231028051
1045,0.01,0.001,1.0,10.0,128,0.729216930983
1046,0.01,0.001,1.0,100.0,128,0.694359461634
1047,0.01,0.001,10.0,1.0,128,0.737432321647
1048,0.01,0.001,10.0,10.0,128,0.698916972539
1049,0.01,0.001,10.0,100.0,128,0.702476091289
1050,0.01,0.001,100.0,1.0,128,0.703124600151
1051,0.01,0.001,100.0,10.0,128,0.703609304126
1052,0.01,0.001,100.0,100.0,128,0.703949662312
1053,0.01,0.01,1.0,1.0,128,0.703780532236
1054,0.01,0.01,1.0,10.0,128,0.703774349934
1055,0.01,0.01,1.0,100.0,128,0.7042013547
1056,0.01,0.01,10.0,1.0,128,0.727765002368
1057,0.01,0.01,10.0,10.0,128,0.700452727089
1058,0.01,0.01,10.0,100.0,128,0.704676632393
1059,0.01,0.01,100.0,1.0,128,0.705082464846
1060,0.01,0.01,100.0,10.0,128,0.705717715493
1061,0.01,0.01,100.0,100.0,128,0.706397440671
1062,0.01,0.1,1.0,1.0,128,0.706159268581
1063,0.01,0.1,1.0,10.0,128,0.705246852757
1064,0.01,0.1,1.0,100.0,128,0.705309832851
1065,0.01,0.1,10.0,1.0,128,0.726564882953
1066,0.01,0.1,10.0,10.0,128,0.699067650084
1067,0.01,0.1,10.0,100.0,128,0.702049458416
1068,0.01,0.1,100.0,1.0,128,0.703341247361
1069,0.01,0.1,100.0,10.0,128,0.703629592352
1070,0.01,0.1,100.0,100.0,128,0.703962893113
1071,0.01,1.0,1.0,1.0,128,0.701058040548
1072,0.01,1.0,1.0,10.0,128,0.69990077189
1073,0.01,1.0,1.0,100.0,128,0.698740113521
1074,0.01,1.0,10.0,1.0,128,0.716210792211
1075,0.01,1.0,10.0,10.0,128,0.687033934199
1076,0.01,1.0,10.0,100.0,128,0.692447572816
1077,0.01,1.0,100.0,1.0,128,0.692933850497
1078,0.01,1.0,100.0,10.0,128,0.693607767459
1079,0.01,1.0,100.0,100.0,128,0.693276695288
1080,0.1,0.001,1.0,1.0,128,0.694299458801
1081,0.1,0.001,1.0,10.0,128,0.729450574955
1082,0.1,0.001,1.0,100.0,128,0.694742430009
1083,0.1,0.001,10.0,1.0,128,0.735684997292
1084,0.1,0.001,10.0,10.0,128,0.698781618879
1085,0.1,0.001,10.0,100.0,128,0.703012639564
1086,0.1,0.001,100.0,1.0,128,0.703394201222
1087,0.1,0.001,100.0,10.0,128,0.70421497591
1088,0.1,0.001,100.0,100.0,128,0.703690469297
1089,0.1,0.01,1.0,1.0,128,0.702616285649
1090,0.1,0.01,1.0,10.0,128,0.703543722829
1091,0.1,0.01,1.0,100.0,128,0.704118661043
1092,0.1,0.01,10.0,1.0,128,0.728096216166
1093,0.1,0.01,10.0,10.0,128,0.700707294926
1094,0.1,0.01,10.0,100.0,128,0.704674126906
1095,0.1,0.01,100.0,1.0,128,0.705545492395
1096,0.1,0.01,100.0,10.0,128,0.705572409539
1097,0.1,0.01,100.0,100.0,128,0.704962754829
1098,0.1,0.1,1.0,1.0,128,0.704797372111
1099,0.1,0.1,1.0,10.0,128,0.704806496527
1100,0.1,0.1,1.0,100.0,128,0.705502755201
1101,0.1,0.1,10.0,1.0,128,0.726899224107
1102,0.1,0.1,10.0,10.0,128,0.699533237198
1103,0.1,0.1,10.0,100.0,128,0.703469559238
1104,0.1,0.1,100.0,1.0,128,0.703175876605
1105,0.1,0.1,100.0,10.0,128,0.703286009999
1106,0.1,0.1,100.0,100.0,128,0.703396234525
1107,0.1,1.0,1.0,1.0,128,0.701502672305
1108,0.1,1.0,1.0,10.0,128,0.70037645294
1109,0.1,1.0,1.0,100.0,128,0.698932778916
1110,0.1,1.0,10.0,1.0,128,0.716463227209
1111,0.1,1.0,10.0,10.0,128,0.687704617145
1112,0.1,1.0,10.0,100.0,128,0.691579204584
1113,0.1,1.0,100.0,1.0,128,0.691978072425
1114,0.1,1.0,100.0,10.0,128,0.692702481643
1115,0.1,1.0,100.0,100.0,128,0.692028870245
1116,1.0,0.001,1.0,1.0,128,0.693211066056
1117,1.0,0.001,1.0,10.0,128,0.72920622643
1118,1.0,0.001,1.0,100.0,128,0.695645730349
1119,1.0,0.001,10.0,1.0,128,0.737215039857
1120,1.0,0.001,10.0,10.0,128,0.699745142772
1121,1.0,0.001,10.0,100.0,128,0.704681928145
1122,1.0,0.001,100.0,1.0,128,0.704376827317
1123,1.0,0.001,100.0,10.0,128,0.704211767031
1124,1.0,0.001,100.0,100.0,128,0.704309290228
1125,1.0,0.01,1.0,1.0,128,0.704768756841
1126,1.0,0.01,1.0,10.0,128,0.70448144427
1127,1.0,0.01,1.0,100.0,128,0.705110640163
1128,1.0,0.01,10.0,1.0,128,0.72833835031
1129,1.0,0.01,10.0,10.0,128,0.701475595716
1130,1.0,0.01,10.0,100.0,128,0.705210836247
1131,1.0,0.01,100.0,1.0,128,0.705508113053
1132,1.0,0.01,100.0,10.0,128,0.705221527698
1133,1.0,0.01,100.0,100.0,128,0.706326027424
1134,1.0,0.1,1.0,1.0,128,0.7052615647
1135,1.0,0.1,1.0,10.0,128,0.705444165841
1136,1.0,0.1,1.0,100.0,128,0.704751198078
1137,1.0,0.1,10.0,1.0,128,0.726880690356
1138,1.0,0.1,10.0,10.0,128,0.699045278494
1139,1.0,0.1,10.0,100.0,128,0.703581267509
1140,1.0,0.1,100.0,1.0,128,0.703302130778
1141,1.0,0.1,100.0,10.0,128,0.702679580364
1142,1.0,0.1,100.0,100.0,128,0.703914344646
1143,1.0,1.0,1.0,1.0,128,0.701951828459
1144,1.0,1.0,1.0,10.0,128,0.699588627458
1145,1.0,1.0,1.0,100.0,128,0.698926597977
1146,1.0,1.0,10.0,1.0,128,0.716084717468
1147,1.0,1.0,10.0,10.0,128,0.687742336165
1148,1.0,1.0,10.0,100.0,128,0.691643772735
1149,1.0,1.0,100.0,1.0,128,0.69222765528
1150,1.0,1.0,100.0,10.0,128,0.691700971183
1151,1.0,1.0,100.0,100.0,128,0.693037167391
1152,0.001,0.001,1.0,1.0,256,0.720060406786
1153,0.001,0.001,1.0,10.0,256,0.696983036834
1154,0.001,0.001,1.0,100.0,256,0.692462739068
1155,0.001,0.001,10.0,1.0,256,0.697449272153
1156,0.001,0.001,10.0,10.0,256,0.693323697779
1157,0.001,0.001,10.0,100.0,256,0.701200514997
1158,0.001,0.001,100.0,1.0,256,0.70142944384
1159,0.001,0.001,100.0,10.0,256,0.701735085966
1160,0.001,0.001,100.0,100.0,256,0.702261526532
1161,0.001,0.01,1.0,1.0,256,0.702655302622
1162,0.001,0.01,1.0,10.0,256,0.702739650897
1163,0.001,0.01,1.0,100.0,256,0.702730130659
1164,0.001,0.01,10.0,1.0,256,0.726075912497
1165,0.001,0.01,10.0,10.0,256,0.699631434554
1166,0.001,0.01,10.0,100.0,256,0.703829871609
1167,0.001,0.01,100.0,1.0,256,0.704613145436
1168,0.001,0.01,100.0,10.0,256,0.704680029696
1169,0.001,0.01,100.0,100.0,256,0.705299239208
1170,0.001,0.1,1.0,1.0,256,0.704785649029
1171,0.001,0.1,1.0,10.0,256,0.704887643524
1172,0.001,0.1,1.0,100.0,256,0.703918100355
1173,0.001,0.1,10.0,1.0,256,0.726476898352
1174,0.001,0.1,10.0,10.0,256,0.698767860359
1175,0.001,0.1,10.0,100.0,256,0.702323959281
1176,0.001,0.1,100.0,1.0,256,0.703001464532
1177,0.001,0.1,100.0,10.0,256,0.703451237395
1178,0.001,0.1,100.0,100.0,256,0.702978434519
1179,0.001,1.0,1.0,1.0,256,0.701273898939
1180,0.001,1.0,1.0,10.0,256,0.699779220481
1181,0.001,1.0,1.0,100.0,256,0.698123888425
1182,0.001,1.0,10.0,1.0,256,0.71616092655
1183,0.001,1.0,10.0,10.0,256,0.687301730974
1184,0.001,1.0,10.0,100.0,256,0.691907159166
1185,0.001,1.0,100.0,1.0,256,0.692255459771
1186,0.001,1.0,100.0,10.0,256,0.692524673068
1187,0.001,1.0,100.0,100.0,256,0.6928917302
1188,0.01,0.001,1.0,1.0,256,0.693868303915
1189,0.01,0.001,1.0,10.0,256,0.7296128578
1190,0.01,0.001,1.0,100.0,256,0.694224399655
1191,0.01,0.001,10.0,1.0,256,0.738543863428
1192,0.01,0.001,10.0,10.0,256,0.698659443306
1193,0.01,0.001,10.0,100.0,256,0.702700455733
1194,0.01,0.001,100.0,1.0,256,0.703557130596
1195,0.01,0.001,100.0,10.0,256,0.703532062387
1196,0.01,0.001,100.0,100.0,256,0.703780971064
1197,0.01,0.01,1.0,1.0,256,0.703584424465
1198,0.01,0.01,1.0,10.0,256,0.703578477808
1199,0.01,0.01,1.0,100.0,256,0.704761641269
1200,0.01,0.01,10.0,1.0,256,0.727883575696
1201,0.01,0.01,10.0,10.0,256,0.701080235822
1202,0.01,0.01,10.0,100.0,256,0.705079037163
1203,0.01,0.01,100.0,1.0,256,0.704770028709
1204,0.01,0.01,100.0,10.0,256,0.705116844287
1205,0.01,0.01,100.0,100.0,256,0.705574991776
1206,0.01,0.1,1.0,1.0,256,0.705447700894
1207,0.01,0.1,1.0,10.0,256,0.705369111242
1208,0.01,0.1,1.0,100.0,256,0.70443612798
1209,0.01,0.1,10.0,1.0,256,0.726556812865
1210,0.01,0.1,10.0,10.0,256,0.698962557361
1211,0.01,0.1,10.0,100.0,256,0.70316454855
1212,0.01,0.1,100.0,1.0,256,0.703497050226
1213,0.01,0.1,100.0,10.0,256,0.703510931512
1214,0.01,0.1,100.0,100.0,256,0.702762744368
1215,0.01,1.0,1.0,1.0,256,0.701096587103
1216,0.01,1.0,1.0,10.0,256,0.700106266144
1217,0.01,1.0,1.0,100.0,256,0.698893113332
1218,0.01,1.0,10.0,1.0,256,0.715853020364
1219,0.01,1.0,10.0,10.0,256,0.687667656714
1220,0.01,1.0,10.0,100.0,256,0.692406415042
1221,0.01,1.0,100.0,1.0,256,0.692254274372
1222,0.01,1.0,100.0,10.0,256,0.693414027289
1223,0.01,1.0,100.0,100.0,256,0.691978739594
1224,0.1,0.001,1.0,1.0,256,0.693920584967
1225,0.1,0.001,1.0,10.0,256,0.729296241821
1226,0.1,0.001,1.0,100.0,256,0.695160222989
1227,0.1,0.001,10.0,1.0,256,0.737771339254
1228,0.1,0.001,10.0,10.0,256,0.699479618932
1229,0.1,0.001,10.0,100.0,256,0.703172214453
1230,0.1,0.001,100.0,1.0,256,0.704142462297
1231,0.1,0.001,100.0,10.0,256,0.703993755419
1232,0.1,0.001,100.0,100.0,256,0.704252530026
1233,0.1,0.01,1.0,1.0,256,0.704433245252
1234,0.1,0.01,1.0,10.0,256,0.704651479639
1235,0.1,0.01,1.0,100.0,256,0.704180260373
1236,0.1,0.01,10.0,1.0,256,0.728528640275
1237,0.1,0.01,10.0,10.0,256,0.701196244907
1238,0.1,0.01,10.0,100.0,256,0.704997438771
1239,0.1,0.01,100.0,1.0,256,0.705668836717
1240,0.1,0.01,100.0,10.0,256,0.705402941149
1241,0.1,0.01,100.0,100.0,256,0.705764247729
1242,0.1,0.1,1.0,1.0,256,0.705666741052
1243,0.1,0.1,1.0,10.0,256,0.705432054781
1244,0.1,0.1,1.0,100.0,256,0.705108183915
1245,0.1,0.1,10.0,1.0,256,0.726540856207
1246,0.1,0.1,10.0,10.0,256,0.699253512139
1247,0.1,0.1,10.0,100.0,256,0.702543792122
1248,0.1,0.1,100.0,1.0,256,0.702704720916
1249,0.1,0.1,100.0,10.0,256,0.702814483176
1250,0.1,0.1,100.0,100.0,256,0.703688652761
1251,0.1,1.0,1.0,1.0,256,0.701793122858
1252,0.1,1.0,1.0,10.0,256,0.699968105246
1253,0.1,1.0,1.0,100.0,256,0.699180320903
1254,0.1,1.0,10.0,1.0,256,0.715973764076
1255,0.1,1.0,10.0,10.0,256,0.687326719244
1256,0.1,1.0,10.0,100.0,256,0.691637624886
1257,0.1,1.0,100.0,1.0,256,0.692398215246
1258,0.1,1.0,100.0,10.0,256,0.692829499329
1259,0.1,1.0,100.0,100.0,256,0.692774644997
1260,1.0,0.001,1.0,1.0,256,0.693695301876
1261,1.0,0.001,1.0,10.0,256,0.72937439226
1262,1.0,0.001,1.0,100.0,256,0.694450604813
1263,1.0,0.001,10.0,1.0,256,0.735565310175
1264,1.0,0.001,10.0,10.0,256,0.698655257182
1265,1.0,0.001,10.0,100.0,256,0.702595563336
1266,1.0,0.001,100.0,1.0,256,0.703360982182
1267,1.0,0.001,100.0,10.0,256,0.703953820404
1268,1.0,0.001,100.0,100.0,256,0.704010451362
1269,1.0,0.01,1.0,1.0,256,0.704131928569
1270,1.0,0.01,1.0,10.0,256,0.704063304534
1271,1.0,0.01,1.0,100.0,256,0.703591378758
1272,1.0,0.01,10.0,1.0,256,0.727003762492
1273,1.0,0.01,10.0,10.0,256,0.701182958177
1274,1.0,0.01,10.0,100.0,256,0.704446556023
1275,1.0,0.01,100.0,1.0,256,0.705000545707
1276,1.0,0.01,100.0,10.0,256,0.70534329156
1277,1.0,0.01,100.0,100.0,256,0.70623961627
1278,1.0,0.1,1.0,1.0,256,0.70485279272
1279,1.0,0.1,1.0,10.0,256,0.705373691094
1280,1.0,0.1,1.0,100.0,256,0.70549218209
1281,1.0,0.1,10.0,1.0,256,0.727012491508
1282,1.0,0.1,10.0,10.0,256,0.699033349928
1283,1.0,0.1,10.0,100.0,256,0.703032992259
1284,1.0,0.1,100.0,1.0,256,0.703239073039
1285,1.0,0.1,100.0,10.0,256,0.703540405564
1286,1.0,0.1,100.0,100.0,256,0.70314539011
1287,1.0,1.0,1.0,1.0,256,0.7018214613
1288,1.0,1.0,1.0,10.0,256,0.699948829804
1289,1.0,1.0,1.0,100.0,256,0.699086512358
1290,1.0,1.0,10.0,1.0,256,0.716098258426
1291,1.0,1.0,10.0,10.0,256,0.687715328095
1292,1.0,1.0,10.0,100.0,256,0.69159842304
1293,1.0,1.0,100.0,1.0,256,0.690971883049
1294,1.0,1.0,100.0,10.0,256,0.692200418668
1295,1.0,1.0,100.0,100.0,256,0.693579981285
1296,0.001,0.001,1.0,1.0,512,0.719403842582
1297,0.001,0.001,1.0,10.0,512,0.694878296764
1298,0.001,0.001,1.0,100.0,512,0.6926939496
1299,0.001,0.001,10.0,1.0,512,0.695787505193
1300,0.001,0.001,10.0,10.0,512,0.692530516049
1301,0.001,0.001,10.0,100.0,512,0.701156618379
1302,0.001,0.001,100.0,1.0,512,0.701452504554
1303,0.001,0.001,100.0,10.0,512,0.701388094832
1304,0.001,0.001,100.0,100.0,512,0.702535984563
1305,0.001,0.01,1.0,1.0,512,0.70272595147
1306,0.001,0.01,1.0,10.0,512,0.702094567276
1307,0.001,0.01,1.0,100.0,512,0.702285024048
1308,0.001,0.01,10.0,1.0,512,0.725737095617
1309,0.001,0.01,10.0,10.0,512,0.699460139053
1310,0.001,0.01,10.0,100.0,512,0.70455986137
1311,0.001,0.01,100.0,1.0,512,0.704984974348
1312,0.001,0.01,100.0,10.0,512,0.704506647184
1313,0.001,0.01,100.0,100.0,512,0.705390009991
1314,0.001,0.1,1.0,1.0,512,0.704129105201
1315,0.001,0.1,1.0,10.0,512,0.704544150525
1316,0.001,0.1,1.0,100.0,512,0.705302977052
1317,0.001,0.1,10.0,1.0,512,0.72630488445
1318,0.001,0.1,10.0,10.0,512,0.698906913126
1319,0.001,0.1,10.0,100.0,512,0.702252139181
1320,0.001,0.1,100.0,1.0,512,0.70313230915
1321,0.001,0.1,100.0,10.0,512,0.702971864958
1322,0.001,0.1,100.0,100.0,512,0.703232156695
1323,0.001,1.0,1.0,1.0,512,0.702028638399
1324,0.001,1.0,1.0,10.0,512,0.699945955189
1325,0.001,1.0,1.0,100.0,512,0.699101875937
1326,0.001,1.0,10.0,1.0,512,0.716227456599
1327,0.001,1.0,10.0,10.0,512,0.68744217825
1328,0.001,1.0,10.0,100.0,512,0.69193988652
1329,0.001,1.0,100.0,1.0,512,0.692187516924
1330,0.001,1.0,100.0,10.0,512,0.69267001638
1331,0.001,1.0,100.0,100.0,512,0.693594216634
1332,0.01,0.001,1.0,1.0,512,0.694339657445
1333,0.01,0.001,1.0,10.0,512,0.695096779595
1334,0.01,0.001,1.0,100.0,512,0.69523557736
1335,0.01,0.001,10.0,1.0,512,0.724875481062
1336,0.01,0.001,10.0,10.0,512,0.697452009048
1337,0.01,0.001,10.0,100.0,512,0.701243883956
1338,0.01,0.001,100.0,1.0,512,0.702215401894
1339,0.01,0.001,100.0,10.0,512,0.701983255615
1340,0.01,0.001,100.0,100.0,512,0.702654673577
1341,0.01,0.01,1.0,1.0,512,0.702871086796
1342,0.01,0.01,1.0,10.0,512,0.703532076503
1343,0.01,0.01,1.0,100.0,512,0.70347452904
1344,0.01,0.01,10.0,1.0,512,0.729126973009
1345,0.01,0.01,10.0,10.0,512,0.700722162074
1346,0.01,0.01,10.0,100.0,512,0.703858434704
1347,0.01,0.01,100.0,1.0,512,0.705042110376
1348,0.01,0.01,100.0,10.0,512,0.705131196573
1349,0.01,0.01,100.0,100.0,512,0.705208782537
1350,0.01,0.1,1.0,1.0,512,0.705203278402
1351,0.01,0.1,1.0,10.0,512,0.705329022445
1352,0.01,0.1,1.0,100.0,512,0.704732647818
1353,0.01,0.1,10.0,1.0,512,0.727734629623
1354,0.01,0.1,10.0,10.0,512,0.69932378709
1355,0.01,0.1,10.0,100.0,512,0.702404620205
1356,0.01,0.1,100.0,1.0,512,0.703355940252
1357,0.01,0.1,100.0,10.0,512,0.703361415176
1358,0.01,0.1,100.0,100.0,512,0.703365540993
1359,0.01,1.0,1.0,1.0,512,0.701215136323
1360,0.01,1.0,1.0,10.0,512,0.699807976614
1361,0.01,1.0,1.0,100.0,512,0.699366620301
1362,0.01,1.0,10.0,1.0,512,0.71699130554
1363,0.01,1.0,10.0,10.0,512,0.688303888772
1364,0.01,1.0,10.0,100.0,512,0.692016554874
1365,0.01,1.0,100.0,1.0,512,0.692902563977
1366,0.01,1.0,100.0,10.0,512,0.69246593254
1367,0.01,1.0,100.0,100.0,512,0.692578149536
1368,0.1,0.001,1.0,1.0,512,0.693603152906
1369,0.1,0.001,1.0,10.0,512,0.729694875606
1370,0.1,0.001,1.0,100.0,512,0.694201297623
1371,0.1,0.001,10.0,1.0,512,0.737224269248
1372,0.1,0.001,10.0,10.0,512,0.698828924825
1373,0.1,0.001,10.0,100.0,512,0.702844926294
1374,0.1,0.001,100.0,1.0,512,0.703955485045
1375,0.1,0.001,100.0,10.0,512,0.703420417414
1376,0.1,0.001,100.0,100.0,512,0.70364453799
1377,0.1,0.01,1.0,1.0,512,0.703816962814
1378,0.1,0.01,1.0,10.0,512,0.703980618949
1379,0.1,0.01,1.0,100.0,512,0.704555245103
1380,0.1,0.01,10.0,1.0,512,0.728037655707
1381,0.1,0.01,10.0,10.0,512,0.700742193302
1382,0.1,0.01,10.0,100.0,512,0.704391639117
1383,0.1,0.01,100.0,1.0,512,0.705390215203
1384,0.1,0.01,100.0,10.0,512,0.705338207739
1385,0.1,0.01,100.0,100.0,512,0.70561911957
1386,0.1,0.1,1.0,1.0,512,0.704707953533
1387,0.1,0.1,1.0,10.0,512,0.704937187331
1388,0.1,0.1,1.0,100.0,512,0.705092498762
1389,0.1,0.1,10.0,1.0,512,0.727245545262
1390,0.1,0.1,10.0,10.0,512,0.698614459405
1391,0.1,0.1,10.0,100.0,512,0.703046871471
1392,0.1,0.1,100.0,1.0,512,0.702798768045
1393,0.1,0.1,100.0,10.0,512,0.703929464224
1394,0.1,0.1,100.0,100.0,512,0.703149165082
1395,0.1,1.0,1.0,1.0,512,0.702135330937
1396,0.1,1.0,1.0,10.0,512,0.699501710438
1397,0.1,1.0,1.0,100.0,512,0.698959603612
1398,0.1,1.0,10.0,1.0,512,0.716187257063
1399,0.1,1.0,10.0,10.0,512,0.687462506931
1400,0.1,1.0,10.0,100.0,512,0.691650966143
1401,0.1,1.0,100.0,1.0,512,0.692168084662
1402,0.1,1.0,100.0,10.0,512,0.693927287263
1403,0.1,1.0,100.0,100.0,512,0.692931894136
1404,1.0,0.001,1.0,1.0,512,0.693867802312
1405,1.0,0.001,1.0,10.0,512,0.729754076566
1406,1.0,0.001,1.0,100.0,512,0.694436621341
1407,1.0,0.001,10.0,1.0,512,0.734862718556
1408,1.0,0.001,10.0,10.0,512,0.698359849007
1409,1.0,0.001,10.0,100.0,512,0.70302425746
1410,1.0,0.001,100.0,1.0,512,0.703743701124
1411,1.0,0.001,100.0,10.0,512,0.704244973729
1412,1.0,0.001,100.0,100.0,512,0.704041176163
1413,1.0,0.01,1.0,1.0,512,0.704863696743
1414,1.0,0.01,1.0,10.0,512,0.704022356408
1415,1.0,0.01,1.0,100.0,512,0.704647196398
1416,1.0,0.01,10.0,1.0,512,0.728408893829
1417,1.0,0.01,10.0,10.0,512,0.700943926492
1418,1.0,0.01,10.0,100.0,512,0.705164273373
1419,1.0,0.01,100.0,1.0,512,0.70541051925
1420,1.0,0.01,100.0,10.0,512,0.705881040422
1421,1.0,0.01,100.0,100.0,512,0.706020776908
1422,1.0,0.1,1.0,1.0,512,0.705555538907
1423,1.0,0.1,1.0,10.0,512,0.704982595175
1424,1.0,0.1,1.0,100.0,512,0.70579978969
1425,1.0,0.1,10.0,1.0,512,0.726832147816
1426,1.0,0.1,10.0,10.0,512,0.698971603871
1427,1.0,0.1,10.0,100.0,512,0.703541997374
1428,1.0,0.1,100.0,1.0,512,0.702489336663
1429,1.0,0.1,100.0,10.0,512,0.703477041495
1430,1.0,0.1,100.0,100.0,512,0.703562738029
1431,1.0,1.0,1.0,1.0,512,0.701045255302
1432,1.0,1.0,1.0,10.0,512,0.701124824092
1433,1.0,1.0,1.0,100.0,512,0.698960577303
1434,1.0,1.0,10.0,1.0,512,0.716022542686
1435,1.0,1.0,10.0,10.0,512,0.687673844495
1436,1.0,1.0,10.0,100.0,512,0.692110016495
1437,1.0,1.0,100.0,1.0,512,0.693144604575
1438,1.0,1.0,100.0,10.0,512,0.693124583012
1439,1.0,1.0,100.0,100.0,512,0.693273753054
